INDEX,YEAR,MN,DT,RF,week
42939,2023,5,8,0.0,19
42939,2023,5,9,0.0,19
42939,2023,5,10,0.0,19
42939,2023,5,11,0.0,19
42939,2023,5,12,0.0,19
42939,2023,5,13,0.0,19
42939,2023,5,14,0.0,20
42939,2023,5,15,0.0,20
42939,2023,5,16,0.0,20
42939,2023,5,17,0.0,20
42939,2023,5,18,0.0,20
42939,2023,5,19,0.0,20
42939,2023,5,20,0.0,20
42939,2023,5,21,0.0,21
42939,2023,5,22,0.0,21
42939,2023,5,23,0.0,21
42939,2023,5,24,0.0,21
42939,2023,5,25,0.0,21
42939,2023,5,26,0.0,21
42939,2023,5,27,0.0,21
42939,2023,5,28,0.0,22
42939,2023,5,29,0.0,22
42939,2023,5,30,0.0,22
42939,2023,5,31,0.0,22
42939,2023,6,1,0.0,22
42939,2023,6,2,0.0,22
42939,2023,6,3,0.0,22
42939,2023,6,4,0.0,23
42939,2023,6,5,3.0,23
42939,2023,6,6,0.0,23
42939,2023,6,7,0.0,23
42939,2023,6,8,0.0,23
42939,2023,6,9,0.0,23
42939,2023,6,10,0.0,23
42939,2023,6,11,0.0,24
42939,2023,6,12,0.0,24
42939,2023,6,13,5.0,24
42939,2023,6,14,0.0,24
42939,2023,6,15,0.0,24
42939,2023,6,16,0.0,24
42939,2023,6,17,0.0,24
42939,2023,6,18,0.0,25
42939,2023,6,19,0.0,25
42939,2023,6,20,0.0,25
42939,2023,6,21,0.0,25
42939,2023,6,22,0.0,25
42939,2023,6,23,5.6,25
42939,2023,6,24,3.6,25
42939,2023,6,25,0.0,26
42939,2023,6,26,11.8,26
42939,2023,6,27,0.0,26
42939,2023,6,28,0.0,26
42939,2023,6,29,0.0,26
42939,2023,6,30,1.2,26
42939,2023,7,1,0.0,26
42939,2023,7,2,0.0,27
42939,2023,7,3,0.0,27
42939,2023,7,4,0.0,27
42939,2023,7,5,37.2,27
42939,2023,7,6,0.0,27
42939,2023,7,7,0.0,27
42939,2023,7,8,1.0,27
42939,2023,7,9,56.2,28
42939,2023,7,10,0.0,28
42939,2023,7,11,18.0,28
42939,2023,7,12,16.5,28
42939,2023,7,13,0.0,28
42939,2023,7,14,0.0,28
42939,2023,7,15,7.3,28
42939,2023,7,16,2.6,29
42939,2023,7,17,2.8,29
42939,2023,7,18,1.4,29
42939,2023,7,19,53.8,29
42939,2023,7,20,3.2,29
42939,2023,7,21,0.0,29
42939,2023,7,22,99.2,29
42939,2023,7,23,23.4,30
42939,2023,7,24,14.6,30
42939,2023,7,25,6.0,30
42939,2023,7,26,18.6,30
42939,2023,7,27,67.2,30
42939,2023,7,28,49.0,30
42939,2023,7,29,0.0,30
42939,2023,7,30,0.0,31
42939,2023,7,31,0.0,31
42939,2023,8,1,1.4,31
42939,2023,8,2,2.5,31
42939,2023,8,3,6.8,31
42939,2023,8,4,9.8,31
42939,2023,8,5,0.0,31
42939,2023,8,6,19.9,32
42939,2023,8,7,0.0,32
42939,2023,8,8,0.0,32
42939,2023,8,9,0.0,32
42939,2023,8,10,0.0,32
42939,2023,8,11,0.0,32
42939,2023,8,12,0.0,32
42939,2023,8,13,0.0,33
42939,2023,8,14,0.0,33
42939,2023,8,15,0.0,33
42939,2023,8,16,0.0,33
42939,2023,8,17,0.0,33
42939,2023,8,18,44.2,33
42939,2023,8,19,11.0,33
42939,2023,8,20,148.2,34
42939,2023,8,21,12.4,34
42939,2023,8,22,0.0,34
42939,2023,8,23,0.0,34
42939,2023,8,24,1.0,34
42939,2023,8,25,2.4,34
42939,2023,8,26,0.0,34
42939,2023,8,27,0.0,35
42939,2023,8,28,0.0,35
42939,2023,8,29,0.0,35
42939,2023,8,30,0.0,35
42939,2023,8,31,0.0,35
42939,2023,9,1,0.0,35
42939,2023,9,2,0.6,35
42939,2023,9,3,0.0,36
42939,2023,9,4,61.2,36
42939,2023,9,5,8.2,36
42939,2023,9,6,4.0,36
42939,2023,9,7,3.4,36
42939,2023,9,8,52.2,36
42939,2023,9,9,51.2,36
42939,2023,9,10,3.0,37
42939,2023,9,11,0.0,37
42939,2023,9,12,0.0,37
42939,2023,9,13,0.0,37
42939,2023,9,14,15.3,37
42939,2023,9,15,7.0,37
42939,2023,9,16,4.2,37
42939,2023,9,17,0.0,38
42939,2023,9,18,16.2,38
42939,2023,9,19,0.0,38
42939,2023,9,20,0.0,38
42939,2023,9,21,3.4,38
42939,2023,9,22,33.4,38
42939,2023,9,23,9.6,38
42939,2023,9,24,0.0,39
42939,2023,9,25,76.7,39
42939,2023,9,26,6.4,39
42939,2023,9,27,0.0,39
42939,2023,9,28,0.0,39
42939,2023,9,29,0.0,39
42939,2023,9,30,31.0,39
42939,2023,10,1,0.0,40
42939,2023,10,2,0.0,40
42939,2023,10,3,0.0,40
42939,2023,10,4,0.0,40
42939,2023,10,5,0.0,40
42939,2023,10,6,0.0,40
42939,2023,10,7,0.0,40
42939,2023,10,8,0.0,41
42939,2023,10,9,0.0,41
42939,2023,10,10,0.0,41
42939,2023,10,11,0.0,41
42939,2023,10,12,0.0,41
42939,2023,10,13,0.0,41
42939,2023,10,14,0.0,41
42939,2023,10,15,0.0,42
42939,2023,10,16,0.0,42
42939,2023,10,17,0.0,42
42939,2023,10,18,0.0,42
42939,2023,10,19,6.8,42
42939,2023,10,20,0.0,42
42939,2023,10,21,0.0,42
42939,2023,10,22,0.0,43
42939,2023,10,23,0.0,43
42939,2023,10,24,0.0,43
42939,2023,10,25,0.0,43
42939,2023,10,26,0.0,43
